CompanyName	Value(1000s)	Shares	OrderType
HOMETRUST BANCSHARES INC	985	41908	Market
HONEYWELL INTL INC	749	6000	Call
HOOKER FURNITURE CORP	747	24050	Market
HORACE MANN EDUCATORS CORP N	1163	28328	Market
HORIZON GLOBAL CORP	3592	258757	Market
HORIZON PHARMA PLC	863	58397	Market
HORIZON TECHNOLOGY FIN CORP	936	84085	Market
HOST HOTELS & RESORTS INC	8479	454400	Call
HOST HOTELS & RESORTS INC	11377	609700	Put
HOUGHTON MIFFLIN HARCOURT CO	4681	461179	Market
HOULIHAN LOKEY INC	12630	366625	Market
HOWARD HUGHES CORP	6404	54616	Market
HP INC	151087	8450083	Market
HRG GROUP INC	24638	1275279	Market
HSBC HLDGS PLC	2100	51444	Market
HSN INC	15542	418915	Market
HUBBELL INC	1801	15002	Market
HUBSPOT INC	13982	230909	Market
HUDBAY MINERALS INC	782	119321	Market
HUDSON PAC PPTYS INC	525	15163	Market
HUMANA INC	55960	271467	Market
HUMANA INC	206	1000	Call
HUNT J B TRANS SVCS INC	38569	420416	Market
HUNTINGTON BANCSHARES INC	611	45600	Call
HUNTINGTON BANCSHARES INC	376	28100	Put
HUNTINGTON INGALLS INDS INC	7580	37854	Market
HUNTSMAN CORP	61066	2488444	Market
HUNTSMAN CORP	245	10000	Call
HURCO COMPANIES INC	224	7192	Market
HURON CONSULTING GROUP INC	5972	141845	Market
HUTTIG BLDG PRODS INC	102	12588	Market
HYATT HOTELS CORP	14848	275063	Market
IAC INTERACTIVECORP	34001	461215	Market
IAMGOLD CORP	3515	878256	Market
IAMGOLD CORP	165	41200	Call
IAMGOLD CORP	68	17000	Put
IBERIABANK CORP	23556	297799	Market
ICF INTL INC	2890	69965	Market
ICHOR HOLDINGS	221	11126	Market
ICICI BK LTD	12310	1431414	Market
ICON PLC	25107	314934	Market
IDEX CORP	1243	13294	Market
IDEXX LABS INC	102882	665430	Market
IDT CORP	917	72124	Market
II VI INC	10600	294038	Market
IKANG HEALTHCARE GROUP INC	509	34897	Market
ILLINOIS TOOL WKS INC	1735	13100	Call
ILLINOIS TOOL WKS INC	1590	12000	Put
IMAX CORP	14827	436083	Market
IMMERSION CORP	630	72804	Market
IMMUNOMEDICS INC	1301	201100	Market
IMPAX LABORATORIES INC	8066	637649	Market
IMPERIAL OIL LTD	598	19611	Market
IMPERVA INC	7764	189131	Market
INCYTE CORP	58251	435782	Market
INDEPENDENCE CONTRACT DRIL I	279	50560	Market
INDEPENDENT BANK CORP MICH	1131	54661	Market
INDEPENDENT BK GROUP INC	2636	40990	Market
INFINERA CORPORATION	1517	148298	Market
INFINITY PPTY & CAS CORP	296	3097	Market
INFOSYS LTD	3112	196959	Market
INFRAREIT INC	3850	213911	Market
ING GROEP N V	9960	660035	Market
INGERSOLL-RAND PLC	105429	1296472	Market
INGEVITY CORP	5786	95079	Market
INGLES MKTS INC	1169	27093	Market
INGREDION INC	32668	271265	Market
INNERWORKINGS INC	2176	218520	Market
INNOPHOS HOLDINGS INC	5302	98246	Market
INNOVIVA INC	1149	83106	Market
INOGEN INC	517	6662	Market
INSIGHT ENTERPRISES INC	752	18298	Market
INSPERITY INC	1157	13046	Market
INSTALLED BLDG PRODS INC	1460	27674	Market
INSTEEL INDUSTRIES INC	672	18600	Market
INSULET CORP	6757	156809	Market
INTEGER HLDGS CORP	281	6986	Market
INTEGRA LIFESCIENCES HLDGS C	9536	226345	Market
INTEL CORP	3368	93377	Market
INTEL CORP	13941	386500	Call
INTEL CORP	13555	375800	Put
INTELSAT S A	176	42448	Market
INTER PARFUMS INC	1937	52997	Market
INTERCEPT PHARMACEUTICALS IN	226	2000	Call
INTERCEPT PHARMACEUTICALS IN	226	2000	Put
INTERCONTINENTAL EXCHANGE IN	30732	513311	Market
INTERDIGITAL INC	551	6379	Market
INTERFACE INC	3601	189028	Market
INTERNAP CORP	2811	755700	Market
INTERNATIONAL BUSINESS MACHS	7000	40200	Call
INTERNATIONAL BUSINESS MACHS	5677	32600	Put
INTERNATIONAL FLAVORS&FRAGRA	46769	352895	Market
INTERNATIONAL SEAWAYS INC	463	24194	Market
INTERNATIONAL SPEEDWAY CORP	2373	64209	Market
INTERPUBLIC GROUP COS INC	23216	944900	Market
INTERXION HOLDING N.V	18101	457568	Market
INTEVAC INC	868	69460	Market
INTL FCSTONE INC	1032	27179	Market
INTRAWEST RESORTS HLDGS INC	1475	58976	Market
INTUIT	42052	362552	Market
INTUITIVE SURGICAL INC	1346	1756	Market
INVENTURE FOODS INC	506	114537	Market
INVESCO LTD	18111	591273	Market
INVESCO LTD	521	17000	Put
INVESCO MORTGAGE CAPITAL INC	3215	208511	Market
INVESTMENT TECHNOLOGY GRP NE	646	31878	Market
INVESTORS BANCORP INC NEW	1062	73864	Market
INVITATION HOMES INC	13984	640580	Market
IPG PHOTONICS CORP	805	6672	Market
IRIDIUM COMMUNICATIONS INC	853	88349	Market
IRONWOOD PHARMACEUTICALS INC	6001	351745	Market
ISHARES TR	8092	77288	Market
ISHARES TR	9128	100200	Market
ISHARES TR	43586	183700	Market
ISHARES TR	2354	59770	Market
ISHARES TR	9736	74025	Market
ISHARES TR	3381	32500	Market
ISHARES TR	1990	16483	Market
ISHARES TR	282	3400	Market
ISHARES TR	8918	77584	Market
ISHARES TR	13690	120300	Market
ISHARES TR	6243	47567	Market
ISHARES TR	48254	614775	Market
ISHARES TR	1745	19574	Market
ISHARES TR	448	14016	Market
ISLE OF CAPRI CASINOS INC	5125	194441	Market
ISRAEL CHEMICALS LTD	100	23389	Market
ISTAR INC	1301	110293	Market
ITAU UNIBANCO HLDG SA	42711	3538636	Market
IXIA	3719	189263	Market
IXYS CORP	1777	122120	Market
J ALEXANDERS HLDGS INC	318	31631	Market
JA SOLAR HOLDINGS CO LTD	3121	477159	Market
JABIL CIRCUIT INC	34424	1190326	Market
JACK IN THE BOX INC	46133	453529	Market
JACK IN THE BOX INC	1017	10000	Call
JACK IN THE BOX INC	814	8000	Put
JACOBS ENGR GROUP INC DEL	1705	30838	Market
JACOBS ENGR GROUP INC DEL	332	6000	Call
JAKKS PAC INC	778	141522	Market
JAMBA INC	1337	147683	Market
JAMES RIV GROUP LTD	3199	74646	Market
JANUS CAP GROUP INC	967	73235	Market
JAZZ PHARMACEUTICALS PLC	15817	108984	Market
JD COM INC	214	6888	Market
JD COM INC	619	19900	Call
JD COM INC	597	19200	Put
JELD-WEN HLDG INC	17851	543418	Market
JETBLUE AIRWAYS CORP	37587	1823717	Market
JIVE SOFTWARE INC	1040	241811	Market
JOHN BEAN TECHNOLOGIES CORP	573	6518	Market
JOHNSON & JOHNSON	1477	11856	Market
JOHNSON & JOHNSON	1121	9000	Call
JOHNSON & JOHNSON	13364	107300	Put
JOHNSON OUTDOORS INC	454	12426	Market
JONES LANG LASALLE INC	23949	214886	Market
JOY GLOBAL INC	4800	169922	Market
JPMORGAN CHASE & CO	84444	961337	Market
JPMORGAN CHASE & CO	17849	203200	Call
JPMORGAN CHASE & CO	17954	204400	Put
JUNIPER NETWORKS INC	37085	1332545	Market
JUST ENERGY GROUP INC	3270	520942	Market
K12 INC	3874	202310	Market
K2M GROUP HLDGS INC	3831	186782	Market
KADANT INC	1928	32487	Market
KAISER ALUMINUM CORP	1661	20785	Market
KAMAN CORP	1066	22142	Market
KANSAS CITY SOUTHERN	127858	1490880	Market
KAR AUCTION SVCS INC	20530	470126	Market
KATE SPADE & CO	1827	78631	Market
KAYNE ANDERSON ENERGY DEV CO	1226	62921	Market
KB FINANCIAL GROUP INC	794	18058	Market
KB HOME	417	21000	Call
KB HOME	914	46000	Put
KCAP FINL INC	764	187732	Market
KCG HLDGS INC	2111	118372	Market
KELLY SVCS INC	517	23664	Market
KEMET CORP	11946	995482	Market
KEMPER CORP DEL	585	14669	Market
KENNAMETAL INC	2735	69714	Market
KEYCORP NEW	3500	196832	Market
KEYCORP NEW	327	18400	Call
KEYCORP NEW	437	24600	Put
KEYSIGHT TECHNOLOGIES INC	2321	64218	Market
KFORCE INC	535	22547	Market
KILROY RLTY CORP	546	7569	Market
KIMBALL ELECTRONICS INC	1794	105845	Market
KIMBALL INTL INC	1530	92720	Market
KIMBERLY CLARK CORP	7405	56259	Market
KIMBERLY CLARK CORP	948	7200	Put
KIMCO RLTY CORP	3182	144038	Market
KIMCO RLTY CORP	347	15700	Call
KINDER MORGAN INC DEL	3785	174103	Market
KINDER MORGAN INC DEL	9750	448500	Call
KINDER MORGAN INC DEL	10709	492600	Put
KINDRED HEALTHCARE INC	664	79562	Market
KINROSS GOLD CORP	16443	4684584	Market
KINROSS GOLD CORP	1328	378300	Call
KINROSS GOLD CORP	615	175300	Put
KINSALE CAP GROUP INC	1284	40085	Market
KIRKLANDS INC	1861	150059	Market
KITE PHARMA INC	3106	39569	Market
KITE RLTY GROUP TR	2105	97923	Market
KLA-TENCOR CORP	57988	609949	Market
KLA-TENCOR CORP	380	4000	Call
KLA-TENCOR CORP	856	9000	Put
KLX INC	2277	50937	Market
KMG CHEMICALS INC	1619	35151	Market
KNIGHT TRANSN INC	607	19357	Market
KNOLL INC	1346	56546	Market
KNOWLES CORP	8351	440664	Market
KOHLS CORP	1314	33000	Call
KOHLS CORP	1513	38000	Put
KONA GRILL INC	669	106269	Market
KONINKLIJKE PHILIPS N V	26224	816687	Market
KOPPERS HOLDINGS INC	3626	85620	Market
KOREA ELECTRIC PWR	10416	502475	Market
KRAFT HEINZ CO	409	4500	Call
KRAFT HEINZ CO	272	3000	Put
KRATOS DEFENSE & SEC SOLUTIO	134	17203	Market
KROGER CO	19890	674467	Market
KROGER CO	2312	78400	Call
KROGER CO	2403	81500	Put
KRONOS WORLDWIDE INC	3518	214120	Market
KT CORP	8857	526281	Market
KULICKE & SOFFA INDS INC	10991	540890	Market
KVH INDS INC	129	15345	Market
KYOCERA CORP	289	5142	Market
L BRANDS INC	74823	1588604	Market
L3 TECHNOLOGIES INC	24834	150242	Market
LA QUINTA HLDGS INC	4744	350864	Market
LABORATORY CORP AMER HLDGS	66226	461600	Market
LADDER CAP CORP	6549	453521	Market
LADENBURG THALMAN FIN SVCS I	43	17284	Market
LAKELAND BANCORP INC	237	12102	Market
LAKELAND FINL CORP	671	15565	Market
LAM RESEARCH CORP	83285	648839	Market
LAMB WESTON HLDGS INC	27557	655183	Market
LANDAUER INC	389	7976	Market
LANTHEUS HLDGS INC	2716	217249	Market
LAREDO PETROLEUM INC	9702	664549	Market
LAREDO PETROLEUM INC	565	38700	Call
LAREDO PETROLEUM INC	574	39300	Put
LAS VEGAS SANDS CORP	1062	18600	Call
LAS VEGAS SANDS CORP	1256	22000	Put
LATAM AIRLS GROUP S A	987	77862	Market
LATTICE SEMICONDUCTOR CORP	116	16820	Market
LAUDER ESTEE COS INC	5094	60076	Market
LAUREATE EDUCATION INC	9566	670384	Market
LAYNE CHRISTENSEN CO	286	32379	Market
LAZARD LTD	11015	239498	Market
LEAR CORP	229	1615	Market
LEAR CORP	425	3000	Call
LEAR CORP	566	4000	Put
LEGG MASON INC	261	7220	Market
LEGGETT & PLATT INC	34444	684492	Market
LEIDOS HLDGS INC	3039	59419	Market
LEMAITRE VASCULAR INC	769	31231	Market
LENNAR CORP	512	10000	Call
LENNAR CORP	1049	20500	Put
LENNOX INTL INC	23709	141714	Market
LEUCADIA NATL CORP	8222	316240	Market
LEVEL 3 COMMUNICATIONS INC	107333	1875791	Market
LEXINGTON REALTY TRUST	1231	123342	Market
LG DISPLAY CO LTD	6259	459537	Market
LHC GROUP INC	2424	44976	Market
LIBBEY INC	2076	142358	Market
LIBERTY EXPEDIA HOLDINGS	2800	61564	Market
LIBERTY GLOBAL PLC	78004	2174636	Market
LIBERTY GLOBAL PLC	836	23300	Call
LIBERTY GLOBAL PLC	316	8800	Put
LIBERTY INTERACTIVE CORP	59731	2983579	Market
LIBERTY INTERACTIVE CORP	206	10300	Call
LIBERTY INTERACTIVE CORP	1757	39502	Market
LIBERTY MEDIA CORP DELAWARE	1692	43626	Market
LIBERTY MEDIA CORP DELAWARE	3520	107633	Market
LIBERTY TAX INC	445	31195	Market
LIBERTY TRIPADVISOR HLDGS IN	5196	368514	Market
LIFEPOINT HEALTH INC	4858	74163	Market
LIMELIGHT NETWORKS INC	253	97908	Market
LIMONEIRA CO	317	15142	Market
LIONS GATE ENTMNT CORP	222	8353	Market
LIQUIDITY SERVICES INC	459	57366	Market
LIVE NATION ENTERTAINMENT IN	17741	584150	Market
LIVE OAK BANCSHARES INC	693	32029	Market
LIVEPERSON INC	1456	212482	Market
LKQ CORP	523	17868	Market
LOCKHEED MARTIN CORP	22967	85827	Market
LOCKHEED MARTIN CORP	1338	5000	Call
LOCKHEED MARTIN CORP	1338	5000	Put
LOGMEIN INC	1700	17431	Market
LOUISIANA PAC CORP	38710	1559640	Market
LOWES COS INC	185464	2255974	Market
LOWES COS INC	3782	46000	Call
LOWES COS INC	6338	77100	Put
LPL FINL HLDGS INC	18634	467838	Market
LSC COMMUNICATIONS INC	1814	72110	Market
LSI INDS INC	592	58677	Market
LTC PPTYS INC	4757	99304	Market
LULULEMON ATHLETICA INC	9182	177024	Market
LUMBER LIQUIDATORS HLDGS INC	571	27193	Market
LUMENTUM HLDGS INC	6155	115378	Market
LUMINEX CORP DEL	2177	118498	Market
LUMOS NETWORKS CORP	1271	71801	Market
LUXOFT HLDG INC	3555	56830	Market
LYDALL INC DEL	418	7793	Market
LYONDELLBASELL INDUSTRIES N	161046	1766048	Market
M & T BK CORP	619	4000	Call
M & T BK CORP	309	2000	Put
MACATAWA BK CORP	180	18269	Market
MACERICH CO	560	8700	Call
MACOM TECH SOLUTIONS HLDGS I	797	16511	Market
MACQUARIE INFRASTRUCTURE COR	10413	129231	Market
MACQUARIE INFRASTRUCTURE COR	306	3800	Put
MACYS INC	504	17000	Call
MACYS INC	1064	35900	Put
MADISON SQUARE GARDEN CO NEW	41690	208755	Market
MAGELLAN HEALTH INC	5376	77862	Market
MAGNA INTL INC	28366	656881	Market
MAGNACHIP SEMICONDUCTOR CORP	3542	370904	Market
MAIDEN HOLDINGS LTD	4466	319016	Market
MAINSOURCE FINANCIAL GP INC	293	8885	Market
MALIBU BOATS INC	2246	100023	Market
MALLINCKRODT PUB LTD CO	1233	27655	Market
MANCHESTER UTD PLC NEW	681	40290	Market
MANITEX INTL INC	266	39737	Market
MANITOWOC INC	58	10189	Market
MANNING & NAPIER INC	761	133555	Market
MANPOWERGROUP INC	16005	156040	Market
MANPOWERGROUP INC	205	2000	Put
MANTECH INTL CORP	3531	101975	Market
MANULIFE FINL CORP	12490	703847	Market
MARATHON OIL CORP	18959	1199945	Market
MARATHON OIL CORP	4342	274800	Call
MARATHON OIL CORP	4490	284200	Put
MARATHON PETE CORP	9365	185290	Market
MARATHON PETE CORP	6924	137000	Call
MARATHON PETE CORP	4351	86100	Put
MARCHEX INC	641	235741	Market
MARCUS & MILLICHAP INC	874	35559	Market
MARCUS CORP	1451	45207	Market
MARIN SOFTWARE INC	168	93157	Market
MARINEMAX INC	1601	73947	Market
MARRIOTT INTL INC NEW	18031	191453	Market
MARRIOTT INTL INC NEW	2637	28000	Call
MARRIOTT INTL INC NEW	2543	27000	Put
MARRIOTT VACATIONS WRLDWDE C	1241	12422	Market
MARSH & MCLENNAN COS INC	18476	250049	Market
MARTEN TRANS LTD	1380	58836	Market
MARTIN MARIETTA MATLS INC	1091	5000	Call
MARTIN MARIETTA MATLS INC	655	3000	Put
MARVELL TECHNOLOGY GROUP LTD	66026	4326708	Market
MASCO CORP	91825	2701544	Market
MASCO CORP	914	26900	Call
MASCO CORP	918	27000	Put
MASIMO CORP	65053	697544	Market
MASONITE INTL CORP NEW	13255	167253	Market
MASTEC INC	5358	133788	Market
MASTERCARD INCORPORATED	4049	36000	Call
MASTERCARD INCORPORATED	4623	41100	Put
MATADOR RES CO	664	27916	Market
MATADOR RES CO	500	21000	Call
MATADOR RES CO	381	16000	Put
MATCH GROUP INC	9704	594228	Market
MATERION CORP	448	13358	Market
MATTEL INC	38985	1522267	Market
MAXIM INTEGRATED PRODS INC	55039	1224178	Market
MAXIMUS INC	668	10740	Market
MAXWELL TECHNOLOGIES INC	326	56093	Market
MCBC HLDGS INC	3088	190953	Market
MCCORMICK & CO INC	26543	272096	Market
MCDERMOTT INTL INC	879	130151	Market
MCDONALDS CORP	185432	1430693	Market
MCDONALDS CORP	7142	55100	Call
MCDONALDS CORP	9215	71100	Put
MCGRATH RENTCORP	2509	74751	Market
MCKESSON CORP	1394	9400	Call
MCKESSON CORP	1927	13000	Put
MDC PARTNERS INC	1809	192405	Market
MEAD JOHNSON NUTRITION CO	162745	1826958	Market
MEDEQUITIES RLTY TR INC	1274	113678	Market
MEDLEY CAP CORP	3324	432206	Market
MEDTRONIC PLC	36381	451606	Market
MEDTRONIC PLC	1047	13000	Call
MEDTRONIC PLC	322	4000	Put
MEI PHARMA INC	76	46793	Market
MELCO CROWN ENTMT LTD	7648	412523	Market
MELLANOX TECHNOLOGIES LTD	10936	214650	Market
MERCADOLIBRE INC	11549	54611	Market
MERCADOLIBRE INC	2326	11000	Call
MERCADOLIBRE INC	2432	11500	Put
MERCANTILE BANK CORP	488	14183	Market
MERCER INTL INC	2516	215061	Market
MERCK & CO INC	115172	1812594	Market
MERCK & CO INC	2427	38200	Call
MERCK & CO INC	2936	46200	Put
MERIDIAN BANCORP INC MD	1730	94529	Market
MERIDIAN BIOSCIENCE INC	3639	263719	Market
MERIT MED SYS INC	5738	198557	Market
MESA LABS INC	643	5241	Market
META FINL GROUP INC	2104	23771	Market
METALDYNE PERFORMANCE GROUP	962	42086	Market
METHANEX CORP	15055	320996	Market
METHODE ELECTRS INC	310	6801	Market
METLIFE INC	4886	92494	Market
METLIFE INC	1004	19000	Call
METLIFE INC	893	16900	Put
METTLER TOLEDO INTERNATIONAL	7971	16645	Market
MFA FINL INC	12239	1514762	Market
MGM GROWTH PPTYS LLC	24417	902649	Market
MGM RESORTS INTERNATIONAL	55526	2026488	Market
MGM RESORTS INTERNATIONAL	567	20700	Call
MGM RESORTS INTERNATIONAL	964	35200	Put
MGP INGREDIENTS INC NEW	887	16350	Market
MICHAEL KORS HLDGS LTD	6961	182643	Market
MICHAELS COS INC	29431	1314456	Market
MICROCHIP TECHNOLOGY INC	18102	245350	Market
MICRON TECHNOLOGY INC	162673	5628820	Market
MICRON TECHNOLOGY INC	3962	137100	Call
MICRON TECHNOLOGY INC	5705	197400	Put
MICROSOFT CORP	31672	480900	Call
MICROSOFT CORP	27727	421000	Put
MICROSTRATEGY INC	281	1495	Market
MID AMER APT CMNTYS INC	2860	28114	Market
MIDLAND STS BANCORP INC ILL	1033	30042	Market
MIDWESTONE FINL GROUP INC NE	668	19488	Market
MILACRON HLDGS CORP	4118	221269	Market
MILLER HERMAN INC	1053	33389	Market
MILLER INDS INC TENN	458	17378	Market
MIMECAST LTD	285	12725	Market
MINDBODY INC	4172	151984	Market
MISTRAS GROUP INC	697	32600	Market
MITEL NETWORKS CORP	3040	438612	Market
MITSUBISHI UFJ FINL GROUP IN	1570	247609	Market
MOBILE MINI INC	822	26957	Market
MOBILEIRON INC	1040	239015	Market
MOBILEYE N V AMSTELVEEN	105567	1719332	Market
MODUSLINK GLOBAL SOLUTIONS I	27	14988	Market
MOELIS & CO	6777	176033	Market
MOHAWK INDS INC	31948	139215	Market
MOHAWK INDS INC	459	2000	Put
MOLINA HEALTHCARE INC	493	10806	Market
MOLSON COORS BREWING CO	13220	138121	Market
MOLSON COORS BREWING CO	574	6000	Call
MOLSON COORS BREWING CO	574	6000	Put
MOMO INC	49008	1438455	Market
MONARCH CASINO & RESORT INC	1360	46049	Market
MONDELEZ INTL INC	67323	1562745	Market
MONDELEZ INTL INC	3360	78000	Call
MONDELEZ INTL INC	2568	59600	Put
MONEYGRAM INTL INC	4267	253829	Market
MONMOUTH REAL ESTATE INVT CO	3776	264615	Market
MONOGRAM RESIDENTIAL TR INC	5020	503483	Market
MONOTYPE IMAGING HOLDINGS IN	1963	97637	Market
MONROE CAP CORP	253	16110	Market
MONSANTO CO NEW	113749	1004852	Market
MONSTER BEVERAGE CORP NEW	16787	363583	Market
MOODYS CORP	9083	81070	Market
MOOG INC	1455	21606	Market
MORGAN STANLEY	5346	124800	Call
MORGAN STANLEY	2746	64100	Put
MOSAIC CO NEW	2145	73500	Call
MOSAIC CO NEW	1943	66600	Put
MOTOROLA SOLUTIONS INC	3852	44675	Market
MOVADO GROUP INC	1675	67135	Market
MRC GLOBAL INC	1515	82640	Market
MSA SAFETY INC	7008	99134	Market
MSC INDL DIRECT INC	2134	20766	Market
MSCI INC	37635	387232	Market
MSG NETWORK INC	2470	105766	Market
MTGE INVT CORP	4606	275004	Market
MTS SYS CORP	4625	84021	Market
MUELLER WTR PRODS INC	10802	913876	Market
MULESOFT INC	676	27803	Market
MURPHY OIL CORP	3067	107276	Market
MURPHY OIL CORP	1247	43600	Call
MURPHY OIL CORP	1006	35200	Put
MURPHY USA INC	36878	502287	Market
MYERS INDS INC	1155	72861	Market
MYLAN N V	5636	144548	Market
MYLAN N V	3041	78000	Call
MYLAN N V	1844	47300	Put
MYR GROUP INC DEL	906	22098	Market
MYRIAD GENETICS INC	9372	488135	Market
NABORS INDUSTRIES LTD	259	19800	Call
NACCO INDS INC	783	11218	Market
NANOMETRICS INC	4252	139587	Market
NANOSTRING TECHNOLOGIES INC	873	43935	Market
NASDAQ INC	479	6904	Market
NATHANS FAMOUS INC NEW	219	3492	Market
NATIONAL CINEMEDIA INC	6484	513405	Market
NATIONAL COMM CORP	869	23732	Market
NATIONAL FUEL GAS CO N J	3792	63603	Market
NATIONAL GEN HLDGS CORP	1653	69563	Market
NATIONAL GRID PLC	20096	316568	Market
NATIONAL HEALTH INVS INC	541	7450	Market
NATIONAL HEALTHCARE CORP	827	11596	Market
NATIONAL INSTRS CORP	850	26104	Market
NATIONAL OILWELL VARCO INC	309	7709	Market
NATIONAL OILWELL VARCO INC	3881	96800	Call
NATIONAL OILWELL VARCO INC	6767	168800	Put
NATIONAL PRESTO INDS INC	1849	18091	Market
NATIONAL RETAIL PPTYS INC	8130	186390	Market
NATIONAL STORAGE AFFILIATES	230	9611	Market
NATURAL GAS SERVICES GROUP	1031	39571	Market
NATURAL GROCERS BY VITAMIN C	451	43399	Market
NAVIGANT CONSULTING INC	4206	184003	Market
NAVIGATOR HOLDINGS LTD	531	38652	Market
NAVIGATORS GROUP INC	590	10861	Market
NAVIOS MARITIME ACQUIS CORP	439	255282	Market
NAVIOS MARITIME PARTNERS L P	896	432862	Market
NAVISTAR INTL CORP NEW	1224	49719	Market
NCI BUILDING SYS INC	259	15125	Market
NCR CORP NEW	20950	458618	Market
NEFF CORP	330	16987	Market
NEKTAR THERAPEUTICS	6932	295376	Market
NEOPHOTONICS CORP	202	22410	Market
NET 1 UEPS TECHNOLOGIES INC	2781	227362	Market
NETEASE INC	133395	469702	Market
NETEASE INC	284	1000	Call
NETFLIX INC	158278	1070823	Market
NETFLIX INC	1922	13000	Call
NETFLIX INC	1360	9200	Put
NEVSUN RES LTD	644	251054	Market
NEW GOLD INC CDA	2593	869981	Market
NEW MEDIA INVT GROUP INC	1779	125195	Market
NEW MTN FIN CORP	1108	74349	Market
NEW ORIENTAL ED & TECH GRP I	28322	469065	Market
NEW RELIC INC	5522	148971	Market
NEW RESIDENTIAL INVT CORP	3599	211948	Market
NEW YORK CMNTY BANCORP INC	5385	385490	Market
NEW YORK REIT INC	849	87590	Market
NEWELL BRANDS INC	283	6000	Call
NEWFIELD EXPL CO	65661	1778945	Market
NEWFIELD EXPL CO	960	26000	Call
NEWFIELD EXPL CO	1070	29000	Put
NEWMARKET CORP	685	1512	Market
NEWMONT MINING CORP	12159	368910	Market
NEWMONT MINING CORP	8645	262300	Call
NEWMONT MINING CORP	8959	271800	Put
NEWS CORP NEW	16390	1260775	Market
NEWSTAR FINANCIAL INC	932	88073	Market
NEWTEK BUSINESS SVCS CORP	935	55042	Market
NEXSTAR MEDIA GROUP INC	2280	32504	Market
NEXTERA ENERGY INC	4211	32800	Call
NEXTERA ENERGY INC	10937	85200	Put
NEXTERA ENERGY PARTNERS LP	2048	61809	Market
NIC INC	3653	180850	Market
NICE LTD	828	12183	Market
NIELSEN HLDGS PLC	63152	1528732	Market
NIKE INC	18246	327400	Call
NIKE INC	18608	333900	Put
NIPPON TELEG TEL CORP	7307	170573	Market
NISOURCE INC	58901	2475867	Market
NISOURCE INC	2907	122200	Call
NISOURCE INC	2277	95700	Put
NMI HLDGS INC	2281	200052	Market
NN INC	562	22310	Market
NOBLE CORP PLC	100	16142	Market
NOBLE CORP PLC	548	88500	Call
NOBLE CORP PLC	383	61900	Put
NOBLE ENERGY INC	36456	1061613	Market
NOBLE ENERGY INC	3431	99900	Call
NOBLE ENERGY INC	4344	126500	Put
NOKIA CORP	200	36822	Market
NORBORD INC	9148	321113	Market
NORD ANGLIA EDUCATION INC	300	11828	Market
NORDIC AMERICAN TANKERS LIMI	140	17100	Put
NORDSTROM INC	5393	115800	Call
NORDSTROM INC	4853	104200	Put
NORFOLK SOUTHERN CORP	43764	390852	Market
NORFOLK SOUTHERN CORP	448	4000	Call
NORFOLK SOUTHERN CORP	213	1900	Put
NORTHERN TR CORP	513	5923	Market
NORTHFIELD BANCORP INC DEL	226	12551	Market
NORTHRIM BANCORP INC	531	17687	Market
NORTHROP GRUMMAN CORP	41367	173929	Market
NORTHROP GRUMMAN CORP	1427	6000	Call
NORTHROP GRUMMAN CORP	1189	5000	Put
NORTHSTAR REALTY EUROPE CORP	844	72830	Market
NORTHWEST PIPE CO	1234	78557	Market
NORTHWESTERN CORP	8332	141943	Market
NORWEGIAN CRUISE LINE HLDGS	23759	468335	Market
NOVA MEASURING INSTRUMENTS L	2692	144793	Market
NOVANTA INC	1483	55842	Market
NOVARTIS A G	13425	180766	Market
NOVELION THERAPEUTICS INC	709	65987	Market
NOVO-NORDISK A S	27457	800972	Market
NOW INC	4052	238907	Market
NRG ENERGY INC	56387	3015374	Market
NRG ENERGY INC	899	48100	Call
NRG ENERGY INC	1253	67000	Put
NRG YIELD INC	1357	76639	Market
NTT DOCOMO INC	3167	135616	Market
NU SKIN ENTERPRISES INC	1579	28422	Market
NUANCE COMMUNICATIONS INC	49200	2842263	Market
NUCOR CORP	597	10000	Call
NUCOR CORP	1851	31000	Put
NUTRI SYS INC NEW	2635	47474	Market
NVE CORP	1028	12414	Market
NVIDIA CORP	4139	38000	Call
NVIDIA CORP	5229	48000	Put
NXP SEMICONDUCTORS N V	128406	1240635	Market
NXSTAGE MEDICAL INC	7584	282669	Market
O REILLY AUTOMOTIVE INC NEW	1349	5000	Call
O REILLY AUTOMOTIVE INC NEW	1592	5900	Put
OASIS PETE INC NEW	8221	576475	Market
OASIS PETE INC NEW	627	44000	Call
OASIS PETE INC NEW	376	26400	Put
OCCIDENTAL PETE CORP DEL	79156	1249312	Market
OCCIDENTAL PETE CORP DEL	8921	140800	Call
OCCIDENTAL PETE CORP DEL	8421	132900	Put
OCEAN RIG UDW INC	78	271753	Market
OCEANEERING INTL INC	260	9600	Market
OCEANFIRST FINL CORP	1655	58725	Market
OCWEN FINL CORP	580	105969	Market
OCWEN FINL CORP	72	13200	Put
OFFICE DEPOT INC	696	149282	Market
OFFICE DEPOT INC	126	27000	Call
OGE ENERGY CORP	2537	72517	Market
OLD REP INTL CORP	16151	788617	Market
OLIN CORP	470	14300	Call
OLIN CORP	306	9300	Put
OLYMPIC STEEL INC	310	16722	Market
OM ASSET MGMT PLC	2986	197511	Market
OMEGA PROTEIN CORP	1648	82175	Market
OMNICOM GROUP INC	66539	771829	Market
OMNOVA SOLUTIONS INC	1301	131457	Market
